Data,Target
https://www.facebook.com/PRYZMLEEDS,Low
https://www.pryzm.co.uk/club/portsmouth/,Medium
https://www.pryzm.co.uk/club/bristol/,Medium
https://crisisnottingham.com/events/2021-07-01,Very High
https://crisisnottingham.com/sponsors/4,Low
https://widgets.fatsoma.com/widgets/web/707e12ed-2933-435c-9f69-a3250d2ca1a0/events?website_origin=https%3A%2F%2Flevelnightclub.co.uk,High
https://www.pryzm.co.uk/club/cardiff/,Medium
https://crisisnottingham.com/ticket,High
https://crisisnottingham.com/events/2021-06-22,Very High
https://www.pryzm.co.uk/Events,High
https://www.pryzm.co.uk/club/leeds/stag-party,Low
https://www.facebook.com/fixr.co,Low
https://crisisnottingham.com/sponsors,Low
https://crisisnottingham.com/reg/?app_id=0&logger_id,Low
http://echotrust.org/,Low
https://crisisnottingham.com/Book,High
https://crisisnottingham.com/posts/coronavirus-update-friday-13th-march,Low
https://crisisnottingham.com/contact_us,Low
https://organiser.fixr.co/,Low
https://crisisnottingham.com/terms-and-conditions,Low
https://www.facebook.com/ilovecrisis,Low
https://www.fatsoma.com/e/y5oxsp6q/quids-in-distanced-wednesdays?layout=embedded&origin=https://levelnightclub.co.uk,Very High
https://crisisnottingham.com/tickets,High
https://www.pryzm.co.uk/club/plymouth/,Medium
https://www.pryzm.co.uk/dreamboys/,Low
https://crisisnottingham.com/posts,Low
https://www.pryzm.co.uk/parties/stag-party/,Low
https://www.pryzm.co.uk/club/leeds/saturdays,High
https://fixr.co/event/362295351,Very High
https://crisisnottingham.com/posts/crisis-buy-uon-student-flight-to-attend-her-favourite-night,Low
https://intercom.help/carpe-noctum/en/collections/2826279-crisis-sessions,Low
https://crisisnottingham.com/sponsors/3,Low
https://blog.fixr.co/,Low
https://www.pryzm.co.uk/birmingham-venue-hire/,Low
https://www.pryzm.co.uk/club/kingston-upon-thames/,Medium
https://login.ukcn.com/?SPID=670,Low
https://www.pryzm.co.uk/nottingham-venue-hire/,Low
https://crisisnottingham.com/Event,High
https://www.pryzm.co.uk/contact/,Low
https://www.pryzm.co.uk/Event,High
"https://maps.google.com/maps?ll=52.956056,-1.154179&z=15&t=m&hl=en-GB&gl=US&mapclient=apiv3",Low
https://crisisnottingham.com/Events,High
https://www.pryzm.co.uk/club/nottingham/,Medium
https://www.pryzm.co.uk/club/leeds/fridays,High
 https://play.google.com/store/apps/details?id=com.fixr.app,Low
https://levelnightclub.co.uk/#event_id=q7xkte4q,Very High
https://crisisnottingham.com/faqs,Low
"https://www.google.com/maps/@52.956056,-1.154179,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3",Low
https://crisisnottingham.com/login?redirectTo=/event-organisers,Low
https://crisisnottingham.com/events/2021-07-10,Very High
https://www.pryzm.co.uk//yoti,Low
https://intercom.help/carpe-noctum/en/collections/2826282-general,Low
https://levelnightclub.co.uk/#event_id=tv6c7ctg,Very High
https://www.pryzm.co.uk/parties/birthday-parties/,Low
https://widgets.fatsoma.com/widgets/web/99r7e12d-292g-4h5c-sf69-a32h0d42a1a0/events?website_origin=https%3A%2F%2Flevelnightclub.co.uk,High
https://www.pryzm.co.uk/fridays/,High
https://crisisnottingham.com/events/2021-07-14,Very High
https://crisisnottingham.com/privacy,Low
https://www.fatsoma.com/e/y5oxsp6q/quids-in-distanced-wednesdays?layout=embedded&origin=https://levelnightclub.co.uk,High
https://crisisnottingham.com/posts/welcome-to-the-team,Low
https://crisisnottingham.com,Medium
https://fixr.co/event/849587088,Very High
https://fixr.co/event/426702403,Very High
https://www.pryzm.co.uk/tickets,High
https://www.pryzm.co.uk/club/leeds/hen-parties,Low
https://crisisnottingham.com/about,Low
https://www.pryzm.co.uk//,Medium
https://crisisnottingham.com/posts/important-changes-to-crisis-sessions-opening-times,Low
https://levelnightclub.co.uk/#event_id=2emu5wdt,Very High
https://crisisnottingham.com/pages/category/topic-event/,Low
https://crisisnottingham.com/the-q,Low
https://crisisnottingham.com/events/2021-07-05,Very High
https://www.pryzm.co.uk/club/brighton/,Medium
https://crisisnottingham.com/events/2021-06-16-ebfe0120-5c43-4ad8-80f5-19a9e1bf0767,Very High
https://twitter.com/ilove_crisis,Low
https://crisisnottingham.com/sponsors/2,Low
https://www.pryzm.co.uk/ticketing,High
https://crisisnottingham.com/ticketing,High
https://www.pryzm.co.uk/plymouth-venue-hire/,Low
https://www.pryzm.co.uk/leeds-venue-hire/,Low
https://www.pryzm.co.uk/parties/christmas-parties/,Low
https://www.freeprivacypolicy.com/,Low
https://www.pryzm.co.uk/watford-venue-hire/,Low
https://www.pryzm.co.uk/,Medium
https://widgets.fatsoma.com/widgets/web/3ea8d850-d99d-4bc5-bb56-bdcac32f7683/events?website_origin=https%3A%2F%2Flevelnightclub.co.uk,High
https://www.facebook.com/sharer/sharer.php?u=https://blog.fixr.co/strawberries-creem-festival-2021/,Low
https://www.pryzm.co.uk/club/leeds/birthday-parties,Low
https://crisisnottingham.com/events/2021-07-17,Very High
https://organiser.fixr.co,Low
https://twitter.com/fixr_co,Low
https://www.google.com/intl/en-GB_US/help/terms_maps.html,Low
https://www.linkedin.com/sharing/share-offsite/?url=https://blog.fixr.co/strawberries-creem-festival-2021/,Low
https://crisisnottingham.com/events/2021-07-18,Very High
https://www.pryzm.co.uk/cookie-policy/,Low
https://intercom.help/carpe-noctum/en/collections/2826281,Low
https://www.pryzm.co.uk/terms-and-conditions/,Low
https://www.facebook.com/ad_campaign/landing.php?placement=pf_rhc&campaign_id=242449722530626&nav_source=unknown&extra_1=auto,Low
https://crisisnottingham.com/posts/crisis-allfrighter-2019-haunted-house,Low
https://instagram.com/pryzmleeds/,Low
https://www.pryzm.co.uk//register,Low
https://twitter.com/PryzmLeeds,Low
https://www.pryzm.co.uk/jobs-and-careers/,Low
https://levelnightclub.co.uk/#event_id=mss5bxbh,Very High
https://crisisnottingham.com/tag/event-announcements/,Low
"https://www.google.com/maps/@53.8014,-1.54447,17z",Low
https://www.pryzm.co.uk//parties,Low
https://uk.feeditback.com/pryzm/welcome,Low
https://www.instagram.com/fixr.co,Low
https://crisisnottingham.com/bookings,High
https://fixr.co/event/094068495,Very High
https://twitter.com/share?text=Strawberries%20%26%20Creem%202021&url=https://blog.fixr.co/strawberries-creem-festival-2021/,Low
https://widgets.fatsoma.com/widgets/web/fe18d340-192t-4aww-bf5g-bdcac32f7683/events?website_origin=https%3A%2F%2Flevelnightclub.co.uk,High
https://www.pryzm.co.uk/club/leeds/christmas-parties,Low
https://intercom.help/carpe-noctum/en/,Low
https://crisisnottingham.com/sponsors/1,Low
 https://crisisnottingham.com/business/news/new-courses-to-bring-your-business-online?ref=fb4b_2021_featured3,Low
https://crisisnottingham.com/ballots,Low
https://www.pryzm.co.uk/club/leeds/,Medium
https://www.pryzm.co.uk/ticket,High
https://www.pryzm.co.uk/club/birmingham/,Medium
https://crisisnottingham.com/admins/sign_in,Low
"https://twitter.com/intent/tweet?url=https://blog.fixr.co/tag/event-announcements/&text=""""",Low
